Entidad_federativa,Municipio,Tipo_de_Fuente,SO_2,CO,NOx,COV,PM_010,PM_2_5,NH_3,Entidad
Zacatecas,Concepción del Oro,Fuentes naturales,,,76.31399999999998,244.411,,,,Zacatecas
Zacatecas,Cuauhtémoc,Fuentes de área,0.455,121.04,5.895,127.306,91.955,47.702,142.019,Zacatecas
Zacatecas,Cuauhtémoc,Fuentes móviles carreteros,1.64,318.154,66.5,27.358,2.784,2.539,0.382,Zacatecas
Zacatecas,Cuauhtémoc,Fuentes móviles que no circulan por carretera,0.5829999999999999,5.813,37.441,1.766,1.274,1.186,0.003,Zacatecas
Zacatecas,Cuauhtémoc,Fuentes naturales,,,272.554,950.101,,,,Zacatecas
Zacatecas,Chalchihuites,Fuentes fijas,0.0,0.311,0.545,0.0,99.33,71.59,0.0,Zacatecas
Zacatecas,Chalchihuites,Fuentes de área,1.098,221.631,8.31,119.701,110.86,44.362,227.454,Zacatecas
Zacatecas,Chalchihuites,Fuentes móviles carreteros,1.552,262.388,58.95,23.283,4.275,3.915,0.3049999999999999,Zacatecas
Zacatecas,Chalchihuites,Fuentes móviles que no circulan por carretera,0.809,7.742,37.019,2.104,1.584,1.503,0.006,Zacatecas
Zacatecas,Chalchihuites,Fuentes naturales,,,183.505,659.734,,,,Zacatecas
Zacatecas,Fresnillo,Fuentes fijas,0.883,4.608,8.742,0.2349999999999999,1.526,0.963,0.2079999999999999,Zacatecas
Zacatecas,Fresnillo,Fuentes de área,7.266,1387.917,88.308,2729.468,1225.844,405.425,1335.781,Zacatecas
Zacatecas,Fresnillo,Fuentes móviles carreteros,84.39499999999998,9942.302,3147.889,901.769,305.187,280.145,15.027,Zacatecas
Zacatecas,Fresnillo,Fuentes móviles que no circulan por carretera,8.494,79.687,313.486,20.347,15.713,15.072,0.07,Zacatecas
Zacatecas,Fresnillo,Fuentes naturales,,,351.38,1175.91,,,,Zacatecas
Zacatecas,Trinidad García de la Cadena,Fuentes de área,0.11,25.818,1.399,42.571,14.226,5.781,34.536,Zacatecas
Zacatecas,Trinidad García de la Cadena,Fuentes móviles carreteros,0.668,155.07,25.3,13.082,0.667,0.6019999999999999,0.164,Zacatecas
Zacatecas,Trinidad García de la Cadena,Fuentes móviles que no circulan por carretera,0.08699999999999998,0.799,2.481,0.191,0.152,0.1469999999999999,0.001,Zacatecas
Zacatecas,Trinidad García de la Cadena,Fuentes naturales,,,127.698,1844.404,,,,Zacatecas
Zacatecas,Genaro Codina,Fuentes de área,0.337,74.315,3.051,63.769,39.974,15.206,166.611,Zacatecas
Zacatecas,Genaro Codina,Fuentes móviles carreteros,1.555,272.217,58.161,23.292,3.415,3.123,0.316,Zacatecas
Zacatecas,Genaro Codina,Fuentes móviles que no circulan por carretera,0.4159999999999999,4.174,27.981,1.289,0.925,0.8579999999999999,0.002,Zacatecas
Zacatecas,Genaro Codina,Fuentes naturales,,,106.72,460.238,,,,Zacatecas
Zacatecas,General Enrique Estrada,Fuentes de área,0.112,32.932,2.101,75.039,77.015,20.153,72.061,Zacatecas
Zacatecas,General Enrique Estrada,Fuentes móviles carreteros,5.803,593.797,211.694,55.385,25.309,23.246,0.917,Zacatecas
Zacatecas,General Enrique Estrada,Fuentes móviles que no circulan por carretera,0.786,7.565,37.835,2.088,1.563,1.479,0.005,Zacatecas
Zacatecas,General Enrique Estrada,Fuentes naturales,,,493.27,1605.889,,,,Zacatecas
Zacatecas,General Francisco R. Murguía,Fuentes de área,0.661,200.292,8.793,192.022,382.346,104.065,394.53,Zacatecas
Zacatecas,General Francisco R. Murguía,Fuentes móviles carreteros,5.398,824.7229999999998,208.636,72.601,15.093,13.829,1.023,Zacatecas
Zacatecas,General Francisco R. Murguía,Fuentes móviles que no circulan por carretera,3.004,28.843,141.744,7.912,5.936,5.624,0.021,Zacatecas
Zacatecas,General Francisco R. Murguía,Fuentes naturales,,,190.864,582.814,,,,Zacatecas
Zacatecas,El Plateado de Joaquín Amaro,Fuentes de área,0.309,64.225,2.891,25.944,17.401,10.309,33.678,Zacatecas
Zacatecas,El Plateado de Joaquín Amaro,Fuentes móviles carreteros,0.039,10.894,1.704,0.974,0.023,0.021,0.011,Zacatecas
Zacatecas,El Plateado de Joaquín Amaro,Fuentes móviles que no circulan por carretera,1.003,13.658,28.575,2.825,2.339,2.268,0.008999999999999998,Zacatecas
Zacatecas,El Plateado de Joaquín Amaro,Fuentes naturales,,,141.073,1852.357,,,,Zacatecas
Zacatecas,General Pánfilo Natera,Fuentes fijas,0.0,0.0,0.0,0.0,31.706,20.876,0.0,Zacatecas
Zacatecas,General Pánfilo Natera,Fuentes de área,0.439,118.811,6.481,219.009,120.342,40.74,313.732,Zacatecas
Zacatecas,General Pánfilo Natera,Fuentes móviles carreteros,4.691,721.3089999999999,186.552,61.839,13.252,12.144,0.911,Zacatecas
Zacatecas,General Pánfilo Natera,Fuentes móviles que no circulan por carretera,0.7419999999999999,6.829,21.215,1.634,1.297,1.258,0.007,Zacatecas
Zacatecas,General Pánfilo Natera,Fuentes naturales,,,383.985,1323.879,,,,Zacatecas
Zacatecas,Guadalupe,Fuentes fijas,0.378,7.998999999999999,12.049,341.213,70.273,50.053,0.307,Zacatecas
Zacatecas,Guadalupe,Fuentes de área,2.811,652.163,52.943,2404.12,453.926,261.488,403.041,Zacatecas
Zacatecas,Guadalupe,Fuentes móviles carreteros,40.649,5960.005,1551.639,553.055,127.377,116.783,7.966,Zacatecas
Zacatecas,Guadalupe,Fuentes móviles que no circulan por carretera,7.72,100.951,253.159,21.834,17.761,17.149,0.064,Zacatecas
Zacatecas,Guadalupe,Fuentes naturales,,,618.114,2058.402,,,,Zacatecas
Zacatecas,Huanusco,Fuentes de área,0.6039999999999999,100.356,3.952,55.467,20.155,13.392,40.107,Zacatecas
Zacatecas,Huanusco,Fuentes móviles carreteros,1.299,249.71,52.212,22.197,2.712,2.477,0.2829999999999999,Zacatecas
Zacatecas,Huanusco,Fuentes móviles que no circulan por carretera,0.1789999999999999,1.648,5.12,0.394,0.313,0.3039999999999999,0.002,Zacatecas
Zacatecas,Huanusco,Fuentes naturales,,,342.892,6049.074,,,,Zacatecas
Zacatecas,Jalpa,Fuentes de área,2.462,404.03,16.133,357.637,90.135,57.817,178.936,Zacatecas
Zacatecas,Jalpa,Fuentes móviles carreteros,9.118,1405.025,346.829,119.379,23.585,21.608,1.816,Zacatecas
Zacatecas,Jalpa,Fuentes móviles que no circulan por carretera,0.998,12.068,28.485,2.6,2.126,2.062,0.008999999999999998,Zacatecas
Zacatecas,Jalpa,Fuentes naturales,,,313.497,3775.454,,,,Zacatecas
Zacatecas,Jerez,Fuentes fijas,0.1749999999999999,0.438,1.116,0.008,0.058,0.034,0.025,Zacatecas
Zacatecas,Jerez,Fuentes de área,2.978,692.932,37.162,763.3579999999998,244.455,171.196,345.741,Zacatecas
Zacatecas,Jerez,Fuentes móviles carreteros,19.589,2905.826,737.301,255.987,55.011,50.424,4.22,Zacatecas
Zacatecas,Jerez,Fuentes móviles que no circulan por carretera,1.453,15.198,41.51,3.455,2.781,2.698,0.013,Zacatecas
Zacatecas,Jerez,Fuentes naturales,,,317.598,1201.914,,,,Zacatecas
Zacatecas,Jiménez del Teul,Fuentes de área,68.995,7552.796999999999,224.459,590.335,784.517,654.313,206.678,Zacatecas
Zacatecas,Jiménez del Teul,Fuentes móviles carreteros,0.1739999999999999,29.594,6.139,2.474,0.385,0.3519999999999999,0.037,Zacatecas
Zacatecas,Jiménez del Teul,Fuentes móviles que no circulan por carretera,0.1789999999999999,1.645,5.11,0.394,0.312,0.3029999999999999,0.002,Zacatecas
Zacatecas,Jiménez del Teul,Fuentes naturales,,,49.642,1461.105,,,,Zacatecas
Zacatecas,Juan Aldama,Fuentes de área,0.623,193.163,9.82,240.15,325.612,114.394,267.247,Zacatecas
Zacatecas,Juan Aldama,Fuentes móviles carreteros,10.373,1410.909,374.796,125.761,36.299,33.302,1.986,Zacatecas
Zacatecas,Juan Aldama,Fuentes móviles que no circulan por carretera,1.806,16.625,51.648,3.979,3.157,3.063,0.016,Zacatecas
Zacatecas,Juan Aldama,Fuentes naturales,,,599.529,1898.474,,,,Zacatecas
Zacatecas,Juchipila,Fuentes de área,0.3679999999999999,92.647,5.027,158.761,32.321,17.492,74.057,Zacatecas
Zacatecas,Juchipila,Fuentes móviles carreteros,3.866,717.544,144.299,60.656,7.942,7.26,0.932,Zacatecas
Zacatecas,Juchipila,Fuentes móviles que no circulan por carretera,0.184,1.695,5.266,0.406,0.322,0.312,0.002,Zacatecas
Zacatecas,Juchipila,Fuentes naturales,,,311.291,5618.845,,,,Zacatecas
Zacatecas,Loreto,Fuentes fijas,0.023,0.531,0.698,0.032,0.05,0.048,0.021,Zacatecas
Zacatecas,Loreto,Fuentes de área,0.887,212.025,14.477,457.971,198.341,77.11,533.603,Zacatecas
Zacatecas,Loreto,Fuentes móviles carreteros,16.044,2246.898,582.583,196.454,46.429,42.57,3.163,Zacatecas
Zacatecas,Loreto,Fuentes móviles que no circulan por carretera,1.384,13.859,56.819,3.553,2.73,2.607,0.011,Zacatecas
Zacatecas,Loreto,Fuentes naturales,,,406.491,1301.639,,,,Zacatecas
Zacatecas,Luis Moya,Fuentes de área,0.3029999999999999,65.761,4.951,136.612,54.751,18.887,221.208,Zacatecas
Zacatecas,Luis Moya,Fuentes móviles carreteros,4.693,800.395,175.64,69.687,10.952,10.022,0.992,Zacatecas
Zacatecas,Luis Moya,Fuentes móviles que no circulan por carretera,0.437,4.171,19.51,1.125,0.85,0.807,0.003,Zacatecas
Zacatecas,Luis Moya,Fuentes naturales,,,575.337,2014.845,,,,Zacatecas
Zacatecas,Mazapil,Fuentes fijas,0.054,0.1439999999999999,0.3579999999999999,0.002,208.847,121.014,0.008,Zacatecas
Zacatecas,Mazapil,Fuentes de área,1.318,363.025,11.303,261.574,159.055,64.473,432.296,Zacatecas
Zacatecas,Mazapil,Fuentes móviles carreteros,1.072,145.371,44.559,12.896,3.226,2.958,0.1739999999999999,Zacatecas
Zacatecas,Mazapil,Fuentes móviles que no circulan por carretera,1.177,12.344,104.14,4.227,2.923,2.666,0.003,Zacatecas
Zacatecas,Mazapil,Fuentes naturales,,,43.679,135.262,,,,Zacatecas
Zacatecas,Melchor Ocampo,Fuentes de área,0.254,71.221,2.158,48.79,14.846,9.663,52.721,Zacatecas
Zacatecas,Melchor Ocampo,Fuentes móviles carreteros,0.569,94.311,24.133,8.785999999999998,1.526,1.397,0.108,Zacatecas
Zacatecas,Melchor Ocampo,Fuentes móviles que no circulan por carretera,0.026,0.2389999999999999,0.7419999999999999,0.057,0.045,0.044,0.0,Zacatecas
Zacatecas,Melchor Ocampo,Fuentes naturales,,,40.237,96.205,,,,Zacatecas
Zacatecas,Mezquital del Oro,Fuentes de área,0.339,72.92799999999998,2.466,42.664,16.458,10.134,30.558,Zacatecas
Zacatecas,Mezquital del Oro,Fuentes móviles carreteros,0.3449999999999999,43.123,15.739,4.053,1.13,1.037,0.055,Zacatecas
Zacatecas,Mezquital del Oro,Fuentes móviles que no circulan por carretera,0.08,0.7389999999999999,2.296,0.1769999999999999,0.14,0.136,0.001,Zacatecas
Zacatecas,Mezquital del Oro,Fuentes naturales,,,187.727,3577.767,,,,Zacatecas
Zacatecas,Miguel Auza,Fuentes fijas,0.218,1.038,1.973,0.041,0.158,0.111,0.049,Zacatecas
Zacatecas,Miguel Auza,Fuentes de área,0.5959999999999999,203.682,11.107,279.241,457.475,130.68,559.329,Zacatecas
Zacatecas,Miguel Auza,Fuentes móviles carreteros,4.502,855.375,168.945,73.80899999999998,8.513,7.775,1.143,Zacatecas
Zacatecas,Miguel Auza,Fuentes móviles que no circulan por carretera,2.689,24.75,76.88899999999998,5.923,4.7,4.559,0.024,Zacatecas
Zacatecas,Miguel Auza,Fuentes naturales,,,583.205,1980.175,,,,Zacatecas
Zacatecas,Momax,Fuentes de área,0.105,28.851,1.403,35.32,14.068,7.3,21.177,Zacatecas
Zacatecas,Momax,Fuentes móviles carreteros,1.14,193.981,44.53,17.22,2.564,2.346,0.2379999999999999,Zacatecas
Zacatecas,Momax,Fuentes móviles que no circulan por carretera,0.063,0.5749999999999998,1.788,0.138,0.109,0.106,0.001,Zacatecas
Zacatecas,Momax,Fuentes naturales,,,282.55,1612.045,,,,Zacatecas
Zacatecas,Monte Escobedo,Fuentes de área,25.064,2826.85,87.373,320.752,322.671,259.37,220.026,Zacatecas
Zacatecas,Monte Escobedo,Fuentes móviles carreteros,2.343,420.861,94.65,37.506,5.398,4.936,0.4859999999999999,Zacatecas
Zacatecas,Monte Escobedo,Fuentes móviles que no circulan por carretera,0.3439999999999999,3.167,9.84,0.758,0.6009999999999999,0.5829999999999999,0.003,Zacatecas
Zacatecas,Monte Escobedo,Fuentes naturales,,,97.028,2387.872,,,,Zacatecas
Zacatecas,Morelos,Fuentes fijas,0.156,0.389,0.991,0.007,0.385,0.271,0.022,Zacatecas
Zacatecas,Morelos,Fuentes de área,0.078,28.992,3.932,403.08,88.631,21.912,78.596,Zacatecas
Zacatecas,Morelos,Fuentes móviles carreteros,8.971999999999998,840.6359999999999,339.388,80.441,40.964,37.632,1.285,Zacatecas
Zacatecas,Morelos,Fuentes móviles que no circulan por carretera,0.683,6.671,37.378,1.919,1.413,1.328,0.004,Zacatecas
Zacatecas,Morelos,Fuentes naturales,,,590.052,1985.188,,,,Zacatecas
Zacatecas,Moyahua de Estrada,Fuentes de área,1.762,222.83,7.328999999999998,65.869,36.024,23.436,55.658,Zacatecas
Zacatecas,Moyahua de Estrada,Fuentes móviles carreteros,1.442,261.725,57.405,22.238,2.947,2.694,0.3059999999999999,Zacatecas
Zacatecas,Moyahua de Estrada,Fuentes móviles que no circulan por carretera,0.139,1.276,3.963,0.3049999999999999,0.2419999999999999,0.2349999999999999,0.001,Zacatecas
Zacatecas,Moyahua de Estrada,Fuentes naturales,,,213.317,5207.887,,,,Zacatecas
Zacatecas,Nochistlán de Mejía,Fuentes de área,4.616,780.316,29.157,391.718,234.563,189.057,163.994,Zacatecas
Zacatecas,Nochistlán de Mejía,Fuentes móviles carreteros,7.623,1092.355,292.701,96.144,25.025,22.951,1.421,Zacatecas
Zacatecas,Nochistlán de Mejía,Fuentes móviles que no circulan por carretera,0.806,9.381,22.994,2.048,1.668,1.618,0.007,Zacatecas
Zacatecas,Nochistlán de Mejía,Fuentes naturales,,,390.284,2406.668,,,,Zacatecas
Zacatecas,Noria de Ángeles,Fuentes fijas,0.023,0.021,0.082,1.251,0.004,0.001,0.003,Zacatecas
Zacatecas,Noria de Ángeles,Fuentes de área,0.316,75.324,4.776,90.383,72.208,24.767,273.343,Zacatecas
Zacatecas,Noria de Ángeles,Fuentes móviles carreteros,2.296,278.485,87.921,25.371,7.841999999999999,7.196,0.382,Zacatecas
Zacatecas,Noria de Ángeles,Fuentes móviles que no circulan por carretera,0.678,6.695,40.726,1.988,1.446,1.352,0.004,Zacatecas
Zacatecas,Noria de Ángeles,Fuentes naturales,,,457.7,1548.811,,,,Zacatecas
Zacatecas,Ojocaliente,Fuentes fijas,0.3449999999999999,1.668,4.003,0.041,1548.563,70.292,0.161,Zacatecas
Zacatecas,Ojocaliente,Fuentes de área,2.178,329.06,18.411,406.666,207.791,73.56999999999998,460.205,Zacatecas
Zacatecas,Ojocaliente,Fuentes móviles carreteros,7.724,1233.681,308.383,107.717,21.206,19.427,1.561,Zacatecas
Zacatecas,Ojocaliente,Fuentes móviles que no circulan por carretera,1.296,12.111,45.677,3.054,2.371,2.279,0.011,Zacatecas
Zacatecas,Ojocaliente,Fuentes naturales,,,467.699,1615.011,,,,Zacatecas
Zacatecas,Pánuco,Fuentes fijas,0.0,0.0,0.0,0.0,0.07499999999999998,0.029,0.0,Zacatecas
Zacatecas,Pánuco,Fuentes de área,0.262,70.74,6.177,140.776,188.514,50.073,156.427,Zacatecas
Zacatecas,Pánuco,Fuentes móviles carreteros,0.023,6.506,1.037,0.6029999999999999,0.014,0.012,0.007,Zacatecas
Zacatecas,Pánuco,Fuentes móviles que no circulan por carretera,1.286,11.834,36.764,2.832,2.247,2.18,0.012,Zacatecas
Zacatecas,Pánuco,Fuentes naturales,,,459.35,1546.759,,,,Zacatecas
Zacatecas,Pinos,Fuentes de área,2.982,826.216,31.082,685.705,847.013,262.908,1253.867,Zacatecas
Zacatecas,Pinos,Fuentes móviles carreteros,4.586,796.0589999999999,173.656,68.451,11.36,10.397,0.986,Zacatecas
Zacatecas,Pinos,Fuentes móviles que no circulan por carretera,5.382,51.421,230.065,13.657,10.376,9.882,0.041,Zacatecas
Zacatecas,Pinos,Fuentes naturales,,,292.824,908.336,,,,Zacatecas
Zacatecas,Río Grande,Fuentes fijas,0.133,0.807,1.401,0.037,0.08599999999999998,0.069,0.037,Zacatecas
Zacatecas,Río Grande,Fuentes de área,0.895,250.272,18.746,696.871,581.902,154.883,642.114,Zacatecas
Zacatecas,Río Grande,Fuentes móviles carreteros,13.0,2132.595,484.05,190.463,34.853,31.925,2.989,Zacatecas
Zacatecas,Río Grande,Fuentes móviles que no circulan por carretera,5.849,61.528,243.881,15.506,11.966,11.423,0.044,Zacatecas
Zacatecas,Río Grande,Fuentes naturales,,,427.238,1433.75,,,,Zacatecas
Zacatecas,Sain Alto,Fuentes de área,5.319,703.969,23.206,249.522,297.551,115.647,293.298,Zacatecas
Zacatecas,Sain Alto,Fuentes móviles carreteros,2.874,520.923,117.243,46.141,6.142,5.614,0.6149999999999999,Zacatecas
Zacatecas,Sain Alto,Fuentes móviles que no circulan por carretera,2.026,19.594,102.093,5.487,4.083,3.855,0.014,Zacatecas
Zacatecas,Sain Alto,Fuentes naturales,,,223.812,643.097,,,,Zacatecas
Zacatecas,El Salvador,Fuentes de área,0.1429999999999999,40.768,1.365,34.758,15.412,7.024,99.029,Zacatecas
Zacatecas,El Salvador,Fuentes móviles carreteros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zacatecas
Zacatecas,El Salvador,Fuentes móviles que no circulan por carretera,0.551,5.934,55.972,2.147,1.457,1.317,0.001,Zacatecas
Zacatecas,El Salvador,Fuentes naturales,,,106.118,363.252,,,,Zacatecas
Zacatecas,Sombrerete,Fuentes fijas,0.001,0.001,0.002,0.0,32.557,23.272,0.0,Zacatecas
Zacatecas,Sombrerete,Fuentes de área,2.297,649.194,29.872,646.246,1144.691,309.53,977.9330000000001,Zacatecas
Zacatecas,Sombrerete,Fuentes móviles carreteros,16.085,1970.463,607.928,177.466,58.419,53.616,2.669,Zacatecas
Zacatecas,Sombrerete,Fuentes móviles que no circulan por carretera,8.704,85.62699999999998,337.562,21.734,16.781,16.065,0.069,Zacatecas
Zacatecas,Sombrerete,Fuentes naturales,,,348.355,1123.61,,,,Zacatecas
Zacatecas,Susticacán,Fuentes de área,0.058,15.346,0.64,16.935,2.978,2.039,14.192,Zacatecas
Zacatecas,Susticacán,Fuentes móviles carreteros,2.476,396.651,94.055,35.647,6.267,5.739,0.543,Zacatecas
Zacatecas,Susticacán,Fuentes móviles que no circulan por carretera,0.005,0.049,0.152,0.012,0.008999999999999998,0.008999999999999998,0.0,Zacatecas
Zacatecas,Susticacán,Fuentes naturales,,,55.138,2003.804,,,,Zacatecas
Zacatecas,Tabasco,Fuentes fijas,0.1749999999999999,0.438,1.116,0.008,0.058,0.034,0.025,Zacatecas
Zacatecas,Tabasco,Fuentes de área,0.68,177.004,8.481,225.252,45.068,29.612,78.476,Zacatecas
Zacatecas,Tabasco,Fuentes móviles carreteros,5.433,802.488,212.683,66.824,16.139,14.797,1.029,Zacatecas
Zacatecas,Tabasco,Fuentes móviles que no circulan por carretera,0.218,2.006,6.232,0.48,0.381,0.37,0.002,Zacatecas
Zacatecas,Tabasco,Fuentes naturales,,,425.043,5712.238,,,,Zacatecas
Zacatecas,Tepechitlán,Fuentes de área,2.117,302.012,10.49,152.226,58.715,36.223,87.56,Zacatecas
Zacatecas,Tepechitlán,Fuentes móviles carreteros,1.631,279.633,65.337,24.617,4.378,4.009,0.338,Zacatecas
Zacatecas,Tepechitlán,Fuentes móviles que no circulan por carretera,0.194,1.783,5.538,0.4269999999999999,0.339,0.328,0.002,Zacatecas
Zacatecas,Tepechitlán,Fuentes naturales,,,393.002,1791.73,,,,Zacatecas
Zacatecas,Tepetongo,Fuentes de área,0.88,195.203,8.547,101.351,36.961,28.701,92.428,Zacatecas
Zacatecas,Tepetongo,Fuentes móviles carreteros,2.309,472.375,89.661,41.209,3.954,3.605,0.548,Zacatecas
Zacatecas,Tepetongo,Fuentes móviles que no circulan por carretera,0.2379999999999999,2.193,6.811,0.525,0.4159999999999999,0.404,0.002,Zacatecas
Zacatecas,Tepetongo,Fuentes naturales,,,388.997,3651.233,,,,Zacatecas
Zacatecas,Teúl de González Ortega,Fuentes de área,1.519,202.681,7.34,101.613,44.493,25.106,61.483,Zacatecas
Zacatecas,Teúl de González Ortega,Fuentes móviles carreteros,1.412,271.376,57.624,22.125,2.694,2.461,0.326,Zacatecas
Zacatecas,Teúl de González Ortega,Fuentes móviles que no circulan por carretera,0.196,1.801,5.596,0.4309999999999999,0.342,0.332,0.002,Zacatecas
Zacatecas,Teúl de González Ortega,Fuentes naturales,,,269.372,1329.467,,,,Zacatecas
Zacatecas,Tlaltenango de Sánchez Román,Fuentes de área,2.316,509.532,19.846,359.277,168.314,128.675,133.908,Zacatecas
Zacatecas,Tlaltenango de Sánchez Román,Fuentes móviles carreteros,10.353,1524.185,395.406,125.066,29.734,27.262,2.062,Zacatecas
Zacatecas,Tlaltenango de Sánchez Román,Fuentes móviles que no circulan por carretera,0.26,2.389,7.421999999999999,0.572,0.454,0.44,0.002,Zacatecas
Zacatecas,Tlaltenango de Sánchez Román,Fuentes naturales,,,271.257,1832.841,,,,Zacatecas
Zacatecas,Valparaíso,Fuentes de área,13.122,1818.508,59.361,535.106,354.152,221.321,536.788,Zacatecas
Zacatecas,Valparaíso,Fuentes móviles carreteros,6.085,1166.501,233.979,102.315,12.04,10.996,1.394,Zacatecas
Zacatecas,Valparaíso,Fuentes móviles que no circulan por carretera,1.29,11.868,36.868,2.84,2.254,2.186,0.012,Zacatecas
Zacatecas,Valparaíso,Fuentes naturales,,,93.524,1162.525,,,,Zacatecas
Zacatecas,Vetagrande,Fuentes fijas,1.816,2.505,0.8479999999999999,0.003,0.095,0.085,0.013,Zacatecas
Zacatecas,Vetagrande,Fuentes de área,0.081,26.167,2.192,60.747,98.204,24.089,57.889,Zacatecas
Zacatecas,Vetagrande,Fuentes móviles carreteros,0.106,25.0,3.816,2.061,0.05,0.044,0.029,Zacatecas
Zacatecas,Vetagrande,Fuentes móviles que no circulan por carretera,0.568,5.23,16.248,1.252,0.993,0.963,0.005,Zacatecas
Zacatecas,Vetagrande,Fuentes naturales,,,454.243,1525.435,,,,Zacatecas
Zacatecas,Villa de Cos,Fuentes fijas,0.023,0.531,0.698,0.032,0.05,0.048,0.021,Zacatecas
Zacatecas,Villa de Cos,Fuentes de área,1.635,356.612,20.352,433.714,505.601,145.931,442.798,Zacatecas
Zacatecas,Villa de Cos,Fuentes móviles carreteros,6.834,873.519,276.449,78.833,21.248,19.491,1.111,Zacatecas
Zacatecas,Villa de Cos,Fuentes móviles que no circulan por carretera,4.526,43.014,192.593,11.435,8.686999999999998,8.275,0.034,Zacatecas
Zacatecas,Villa de Cos,Fuentes naturales,,,194.155,695.553,,,,Zacatecas
Zacatecas,Villa García,Fuentes fijas,0.045,0.113,0.2879999999999999,0.002,0.015,0.008999999999999998,0.006,Zacatecas
Zacatecas,Villa García,Fuentes de área,0.656,157.574,7.953999999999998,150.619,76.531,37.171,301.902,Zacatecas
Zacatecas,Villa García,Fuentes móviles carreteros,2.948,577.842,104.962,49.76,5.042,4.6,0.803,Zacatecas
Zacatecas,Villa García,Fuentes móviles que no circulan por carretera,0.4789999999999999,4.413,13.709,1.056,0.8379999999999999,0.813,0.004,Zacatecas
Zacatecas,Villa García,Fuentes naturales,,,366.487,1147.415,,,,Zacatecas
Zacatecas,Villa González Ortega,Fuentes de área,0.448,108.798,5.394,147.498,100.015,37.668,156.195,Zacatecas
Zacatecas,Villa González Ortega,Fuentes móviles carreteros,1.72,331.248,67.459,27.817,3.388,3.094,0.406,Zacatecas
